model_name;learning_rate;batch_size;optimizer;loss_function;img_size;target_feature;augument;filter;epochs;train_dataset_size;test_dataset_size;target_ratio_train_mean;test_positives_mean;target_ratio_test_mean;accuracy_min;accuracy_max;accuracy_mean;auc_min;auc_max;auc_mean;sensitivity_min;sensitivity_max;sensitivity_mean;specificity_min;specificity_max;specificity_mean;precision_min;precision_max;precision_mean;threshold_min;threshold_max;threshold_mean;run_date;elapsed_mins;iterations;status
VGG16;0.005;16;Adam;categorical_hinge;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.4;0.4;0.4000000000000001;0.5;0.5;0.5;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;20240224_0517;12;6;OK
VGG16;0.005;16;Adam;focal_loss;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.4;0.4;0.4000000000000001;0.5;0.5;0.5;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;20240224_0422;12;6;OK
VGG16;0.005;16;Adam;kl_divergence;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.4;0.4;0.4;0.5;0.5;0.5;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;20240224_0210;10;5;OK
VGG16;0.005;16;Adam;squared_hinge;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.4;0.4;0.4000000000000001;0.5;0.5;0.5;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;20240224_0502;12;6;OK
VGG16;0.005;16;SGD;binary_crossentropy;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.56;0.62;0.584;0.53;0.58;0.556;0.34;0.72;0.502;0.47;0.89;0.7140000000000001;0.68;0.83;0.746;0.50658315;0.50704736;0.5067629140000001;20240224_0309;5;5;OK
VGG16;0.005;16;SGD;categorical_crossentropy;180;cancer;0;none;100;284;38;0.57;21.0;0.55;0.66;0.66;0.66;0.67;0.67;0.67;0.43;0.43;0.43;0.94;0.94;0.94;0.9;0.9;0.9;0.514163;0.514163;0.514163;20231212_1304;1;1;OK
VGG16;0.005;16;SGD;categorical_crossentropy;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.56;0.67;0.616;0.58;0.62;0.6;0.41;0.83;0.5359999999999999;0.42;0.95;0.736;0.69;0.92;0.7859999999999999;0.51215094;0.5131312;0.5124917920000001;20240224_0405;5;5;OK
VGG16;0.005;16;SGD;categorical_crossentropy;180;cancer;1;none;100;568;38;0.57;21.0;0.55;0.76;0.76;0.76;0.78;0.78;0.78;0.81;0.81;0.81;0.71;0.71;0.71;0.77;0.77;0.77;0.51196444;0.51196444;0.51196444;20231212_1503;2;1;OK
VGG16;0.005;16;SGD;categorical_hinge;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.58;0.62;0.592;0.56;0.61;0.588;0.38;0.62;0.51;0.53;0.89;0.728;0.67;0.85;0.754;0.51314175;0.5139694;0.513571138;20240224_0336;5;5;OK
VGG16;0.005;16;SGD;focal_loss;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.6;0.67;0.638;0.56;0.63;0.6;0.59;0.76;0.638;0.47;0.79;0.64;0.69;0.81;0.736;0.5196291;0.5205836;0.520105988;20240224_0251;5;5;OK
VGG16;0.005;16;SGD;kl_divergence;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.54;0.62;0.5720000000000001;0.52;0.56;0.53;0.41;0.62;0.47400000000000003;0.53;0.95;0.728;0.67;0.92;0.744;0.51222336;0.5135984;0.512976672;20240224_0349;5;5;OK
VGG16;0.005;16;SGD;squared_hinge;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.52;0.67;0.5900000000000001;0.53;0.65;0.5780000000000001;0.41;0.62;0.496;0.58;0.89;0.736;0.67;0.88;0.748;0.5119451;0.51313186;0.51256916;20240224_0323;5;5;OK
VGG16;0.005;32;Adam;categorical_crossentropy;180;cancer;0;none;100;284;38;0.57;21.0;0.55;0.45;0.45;0.45;0.5;0.5;0.5;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;20231212_1310;1;1;OK
VGG16;0.005;32;Adam;categorical_crossentropy;180;cancer;1;none;100;568;38;0.57;21.0;0.55;0.45;0.45;0.45;0.5;0.5;0.5;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;20231212_1514;2;1;OK
VGG16;0.005;32;SGD;categorical_crossentropy;180;cancer;0;none;100;284;38;0.57;21.0;0.55;0.53;0.53;0.53;0.49;0.49;0.49;0.62;0.62;0.62;0.41;0.41;0.41;0.57;0.57;0.57;0.5085006;0.5085006;0.5085006;20231212_1317;1;1;OK
VGG16;0.005;32;SGD;categorical_crossentropy;180;cancer;1;none;100;568;38;0.57;21.0;0.55;0.63;0.63;0.63;0.64;0.64;0.64;0.57;0.57;0.57;0.71;0.71;0.71;0.71;0.71;0.71;0.51141536;0.51141536;0.51141536;20231212_1525;2;1;OK
VGG16;0.01;8;Adam;categorical_crossentropy;180;cancer;0;none;100;284;38;0.57;21.0;0.55;0.45;0.45;0.45;0.5;0.5;0.5;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;20231212_1156;2;1;OK
VGG16;0.01;8;Adam;categorical_crossentropy;180;cancer;1;none;100;568;38;0.57;21.0;0.55;0.45;0.45;0.45;0.5;0.5;0.5;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;20231212_1325;2;1;OK
VGG16;0.01;8;SGD;categorical_crossentropy;180;cancer;0;none;100;284;38;0.57;21.0;0.55;0.71;0.71;0.71;0.73;0.73;0.73;0.86;0.86;0.86;0.53;0.53;0.53;0.69;0.69;0.69;0.521412;0.521412;0.521412;20231212_1204;1;1;OK
VGG16;0.01;8;SGD;categorical_crossentropy;180;cancer;1;none;100;568;38;0.57;21.0;0.55;0.71;0.71;0.71;0.76;0.76;0.76;0.67;0.67;0.67;0.76;0.76;0.76;0.78;0.78;0.78;0.5087412;0.5087412;0.5087412;20231212_1336;2;1;OK
VGG16;0.01;16;Adam;categorical_crossentropy;180;cancer;0;none;100;284;38;0.57;21.0;0.55;0.45;0.45;0.45;0.5;0.5;0.5;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;20231212_1211;1;1;OK
VGG16;0.01;16;Adam;categorical_crossentropy;180;cancer;1;none;100;568;38;0.57;21.0;0.55;0.45;0.45;0.45;0.5;0.5;0.5;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;20231212_1347;2;1;OK
VGG16;0.01;16;SGD;categorical_crossentropy;180;cancer;0;none;100;284;38;0.57;21.0;0.55;0.71;0.71;0.71;0.72;0.72;0.72;0.62;0.62;0.62;0.82;0.82;0.82;0.81;0.81;0.81;0.5195277;0.5195277;0.5195277;20231212_1218;1;1;OK
VGG16;0.01;16;SGD;categorical_crossentropy;180;cancer;1;none;100;568;38;0.57;21.0;0.55;0.71;0.71;0.71;0.67;0.67;0.67;0.9;0.9;0.9;0.47;0.47;0.47;0.68;0.68;0.68;0.5102584;0.5102584;0.5102584;20231212_1358;2;1;OK
VGG16;0.01;32;Adam;categorical_crossentropy;180;cancer;0;none;100;284;38;0.57;21.0;0.55;0.45;0.45;0.45;0.5;0.5;0.5;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;20231212_1226;2;1;OK
VGG16;0.01;32;Adam;categorical_crossentropy;180;cancer;1;none;100;568;38;0.57;21.0;0.55;0.45;0.45;0.45;0.5;0.5;0.5;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;20231212_1408;2;1;OK
VGG16;0.01;32;SGD;categorical_crossentropy;180;cancer;0;none;100;284;38;0.57;21.0;0.55;0.66;0.66;0.66;0.69;0.69;0.69;0.62;0.62;0.62;0.71;0.71;0.71;0.72;0.72;0.72;0.51283735;0.51283735;0.51283735;20231212_1232;1;1;OK
VGG16;0.01;32;SGD;categorical_crossentropy;180;cancer;1;none;100;568;38;0.57;21.0;0.55;0.74;0.74;0.74;0.73;0.73;0.73;0.95;0.95;0.95;0.47;0.47;0.47;0.69;0.69;0.69;0.51231676;0.51231676;0.51231676;20231212_1421;2;1;OK
VGG19;0.005;8;Adam;categorical_crossentropy;180;cancer;0;none;100;284;38;0.57;21.0;0.55;0.45;0.45;0.45;0.5;0.5;0.5;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;20231212_1240;1;1;OK
VGG19;0.005;8;Adam;categorical_crossentropy;180;cancer;1;none;100;568;38;0.57;21.0;0.55;0.45;0.45;0.45;0.5;0.5;0.5;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;20231212_1432;3;1;OK
VGG19;0.005;8;SGD;categorical_crossentropy;180;cancer;0;none;100;284;38;0.57;21.0;0.55;0.68;0.68;0.68;0.74;0.74;0.74;0.62;0.62;0.62;0.76;0.76;0.76;0.76;0.76;0.76;0.5178416;0.5178416;0.5178416;20231212_1248;1;1;OK
VGG19;0.005;8;SGD;categorical_crossentropy;180;cancer;1;none;100;568;38;0.57;21.0;0.55;0.74;0.74;0.74;0.76;0.76;0.76;0.76;0.76;0.76;0.71;0.71;0.71;0.76;0.76;0.76;0.5139786;0.5139786;0.5139786;20231212_1443;2;1;OK
VGG19;0.005;16;Adam;binary_crossentropy;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.4;0.69;0.47500000000000003;0.45;0.64;0.5216666666666666;0.0;0.86;0.22999999999999998;0.42;1.0;0.8416666666666667;0.0;0.69;0.22833333333333336;0.46136805;1.0;0.8625067583333333;20240224_0440;12;6;OK
VGG19;0.005;16;Adam;categorical_crossentropy;180;cancer;0;none;100;284;38;0.57;21.0;0.55;0.45;0.45;0.45;0.5;0.5;0.5;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;20231212_1257;1;1;OK
VGG19;0.005;16;Adam;categorical_crossentropy;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.4;0.48;0.42400000000000004;0.39;0.5;0.472;0.0;0.31;0.124;0.63;1.0;0.874;0.0;0.64;0.24000000000000005;0.6226871;1.0;0.86348741;20240224_0230;10;5;OK
VGG19;0.005;16;Adam;categorical_crossentropy;180;cancer;1;none;100;568;38;0.57;21.0;0.55;0.45;0.45;0.45;0.5;0.5;0.5;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;20231212_1454;2;1;OK
VGG19;0.005;16;Adam;categorical_hinge;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.4;0.4;0.4000000000000001;0.5;0.5;0.5;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;20240224_0519;12;6;OK
VGG19;0.005;16;Adam;focal_loss;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.4;0.4;0.4000000000000001;0.5;0.5;0.5;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;20240224_0423;12;6;OK
VGG19;0.005;16;Adam;kl_divergence;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.4;0.4;0.4;0.5;0.5;0.5;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;20240224_0211;10;5;OK
VGG19;0.005;16;Adam;squared_hinge;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.4;0.4;0.4000000000000001;0.5;0.5;0.5;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;20240224_0504;12;6;OK
VGG19;0.005;16;SGD;binary_crossentropy;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.56;0.67;0.624;0.57;0.66;0.624;0.34;0.72;0.564;0.53;0.89;0.7140000000000001;0.7;0.87;0.772;0.50628895;0.50675184;0.506559838;20240224_0310;10;5;OK
VGG19;0.005;16;SGD;categorical_crossentropy;180;cancer;0;none;100;284;38;0.57;21.0;0.55;0.58;0.58;0.58;0.47;0.47;0.47;0.52;0.52;0.52;0.65;0.65;0.65;0.65;0.65;0.65;0.5133564;0.5133564;0.5133564;20231212_1304;1;1;OK
VGG19;0.005;16;SGD;categorical_crossentropy;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.54;0.6;0.572;0.53;0.62;0.556;0.38;0.62;0.49000000000000005;0.58;0.79;0.7060000000000001;0.68;0.76;0.72;0.5121082;0.51332676;0.512783224;20240224_0406;10;5;OK
VGG19;0.005;16;SGD;categorical_crossentropy;180;cancer;1;none;100;568;38;0.57;21.0;0.55;0.74;0.74;0.74;0.68;0.68;0.68;0.95;0.95;0.95;0.47;0.47;0.47;0.69;0.69;0.69;0.5114875;0.5114875;0.5114875;20231212_1504;2;1;OK
VGG19;0.005;16;SGD;categorical_hinge;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.56;0.62;0.596;0.53;0.61;0.58;0.41;0.62;0.524;0.58;0.95;0.716;0.67;0.92;0.754;0.5129036;0.5138474;0.51329057;20240224_0337;10;5;OK
VGG19;0.005;16;SGD;focal_loss;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.58;0.71;0.638;0.56;0.68;0.5980000000000001;0.48;0.72;0.612;0.58;0.89;0.6719999999999999;0.69;0.88;0.752;0.51937443;0.52109045;0.519838884;20240224_0252;10;5;OK
VGG19;0.005;16;SGD;kl_divergence;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.56;0.62;0.588;0.56;0.62;0.5900000000000001;0.38;0.62;0.48200000000000004;0.63;0.95;0.756;0.7;0.92;0.77;0.5119292;0.51297593;0.512289538;20240224_0351;10;5;OK
VGG19;0.005;16;SGD;squared_hinge;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.54;0.65;0.608;0.52;0.67;0.602;0.41;0.76;0.496;0.47;0.95;0.7779999999999999;0.69;0.93;0.8;0.5124437;0.51360726;0.512989166;20240224_0324;10;5;OK
VGG19;0.005;32;Adam;categorical_crossentropy;180;cancer;0;none;100;284;38;0.57;21.0;0.55;0.45;0.45;0.45;0.5;0.5;0.5;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;20231212_1311;1;1;OK
VGG19;0.005;32;Adam;categorical_crossentropy;180;cancer;1;none;100;568;38;0.57;21.0;0.55;0.45;0.45;0.45;0.5;0.5;0.5;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;20231212_1515;2;1;OK
VGG19;0.005;32;SGD;categorical_crossentropy;180;cancer;0;none;100;284;38;0.57;21.0;0.55;0.55;0.55;0.55;0.48;0.48;0.48;0.33;0.33;0.33;0.82;0.82;0.82;0.7;0.7;0.7;0.5079247;0.5079247;0.5079247;20231212_1318;1;1;OK
VGG19;0.005;32;SGD;categorical_crossentropy;180;cancer;1;none;100;568;38;0.57;21.0;0.55;0.76;0.76;0.76;0.76;0.76;0.76;0.81;0.81;0.81;0.71;0.71;0.71;0.77;0.77;0.77;0.509858;0.509858;0.509858;20231212_1526;2;1;OK
VGG19;0.01;8;Adam;categorical_crossentropy;180;cancer;0;none;100;284;38;0.57;21.0;0.55;0.45;0.45;0.45;0.5;0.5;0.5;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;20231212_1157;1;1;OK
VGG19;0.01;8;Adam;categorical_crossentropy;180;cancer;1;none;100;568;38;0.57;21.0;0.55;0.45;0.45;0.45;0.5;0.5;0.5;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;20231212_1326;3;1;OK
VGG19;0.01;8;SGD;categorical_crossentropy;180;cancer;0;none;100;284;38;0.57;21.0;0.55;0.74;0.74;0.74;0.77;0.77;0.77;0.71;0.71;0.71;0.76;0.76;0.76;0.79;0.79;0.79;0.5214351;0.5214351;0.5214351;20231212_1204;1;1;OK
VGG19;0.01;8;SGD;categorical_crossentropy;180;cancer;1;none;100;568;38;0.57;21.0;0.55;0.71;0.71;0.71;0.72;0.72;0.72;0.71;0.71;0.71;0.71;0.71;0.71;0.75;0.75;0.75;0.51041347;0.51041347;0.51041347;20231212_1338;2;1;OK
VGG19;0.01;16;Adam;categorical_crossentropy;180;cancer;0;none;100;284;38;0.57;21.0;0.55;0.45;0.45;0.45;0.5;0.5;0.5;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;20231212_1212;1;1;OK
VGG19;0.01;16;Adam;categorical_crossentropy;180;cancer;1;none;100;568;38;0.57;21.0;0.55;0.45;0.45;0.45;0.5;0.5;0.5;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;20231212_1349;2;1;OK
VGG19;0.01;16;SGD;categorical_crossentropy;180;cancer;0;none;100;284;38;0.57;21.0;0.55;0.71;0.71;0.71;0.67;0.67;0.67;0.81;0.81;0.81;0.59;0.59;0.59;0.71;0.71;0.71;0.5186077;0.5186077;0.5186077;20231212_1219;1;1;OK
VGG19;0.01;16;SGD;categorical_crossentropy;180;cancer;1;none;100;568;38;0.57;21.0;0.55;0.71;0.71;0.71;0.71;0.71;0.71;0.86;0.86;0.86;0.53;0.53;0.53;0.69;0.69;0.69;0.51242316;0.51242316;0.51242316;20231212_1359;2;1;OK
VGG19;0.01;32;Adam;categorical_crossentropy;180;cancer;0;none;100;284;38;0.57;21.0;0.55;0.45;0.45;0.45;0.5;0.5;0.5;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;20231212_1226;1;1;OK
VGG19;0.01;32;Adam;categorical_crossentropy;180;cancer;1;none;100;568;38;0.57;21.0;0.55;0.45;0.45;0.45;0.5;0.5;0.5;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;20231212_1410;2;1;OK
VGG19;0.01;32;SGD;categorical_crossentropy;180;cancer;0;none;100;284;38;0.57;21.0;0.55;0.45;0.45;0.45;0.37;0.37;0.37;0.52;0.52;0.52;0.35;0.35;0.35;0.5;0.5;0.5;0.5132523;0.5132523;0.5132523;20231212_1233;1;1;OK
VGG19;0.01;32;SGD;categorical_crossentropy;180;cancer;1;none;100;568;38;0.57;21.0;0.55;0.71;0.71;0.71;0.72;0.72;0.72;0.71;0.71;0.71;0.71;0.71;0.71;0.75;0.75;0.75;0.5129006;0.5129006;0.5129006;20231212_1422;2;1;OK
cnn1;0.005;8;Adam;categorical_crossentropy;180;cancer;0;none;100;284;38;0.57;21.0;0.55;0.45;0.45;0.45;0.5;0.5;0.5;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;20231212_1245;0;1;OK
cnn1;0.005;8;Adam;categorical_crossentropy;180;cancer;1;none;100;568;38;0.57;21.0;0.55;0.45;0.45;0.45;0.5;0.5;0.5;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;20231212_1438;0;1;OK
cnn1;0.005;8;SGD;categorical_crossentropy;180;cancer;0;none;100;284;38;0.57;21.0;0.55;0.71;0.71;0.71;0.73;0.73;0.73;0.81;0.81;0.81;0.59;0.59;0.59;0.71;0.71;0.71;0.6619606;0.6619606;0.6619606;20231212_1253;1;1;OK
cnn1;0.005;8;SGD;categorical_crossentropy;180;cancer;1;none;100;568;38;0.57;21.0;0.55;0.55;0.55;0.55;0.5;0.5;0.5;0.52;0.52;0.52;0.59;0.59;0.59;0.61;0.61;0.61;0.56271213;0.56271213;0.56271213;20231212_1449;0;1;OK
cnn1;0.005;16;Adam;binary_crossentropy;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.4;0.71;0.5216666666666666;0.36;0.77;0.5316666666666666;0.0;0.69;0.4183333333333333;0.42;1.0;0.6749999999999999;0.0;0.8;0.545;0.4186155;1.0;0.6537857066666667;20240224_0448;1;6;OK
cnn1;0.005;16;Adam;categorical_crossentropy;180;cancer;0;none;100;284;38;0.57;21.0;0.55;0.45;0.45;0.45;0.5;0.5;0.5;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;20231212_1301;0;1;OK
cnn1;0.005;16;Adam;categorical_crossentropy;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.44;0.69;0.584;0.47;0.68;0.5700000000000001;0.31;0.79;0.6140000000000001;0.37;0.68;0.536;0.56;0.76;0.6599999999999999;0.41998565;0.6126047;0.527626296;20240224_0239;3;5;OK
cnn1;0.005;16;Adam;categorical_crossentropy;180;cancer;1;none;100;568;38;0.57;21.0;0.55;0.63;0.63;0.63;0.54;0.54;0.54;0.76;0.76;0.76;0.47;0.47;0.47;0.64;0.64;0.64;0.43659204;0.43659204;0.43659204;20231212_1459;0;1;OK
cnn1;0.005;16;Adam;categorical_hinge;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.4;0.4;0.4000000000000001;0.5;0.5;0.5;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;20240224_0523;0;6;OK
cnn1;0.005;16;Adam;focal_loss;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.4;0.77;0.5083333333333334;0.45;0.68;0.5266666666666667;0.0;0.9;0.3516666666666666;0.37;1.0;0.7466666666666667;0.0;0.76;0.3333333333333333;0.32668144;1.0;0.7195141899999999;20240224_0430;2;6;OK
cnn1;0.005;16;Adam;kl_divergence;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.4;0.4;0.4;0.5;0.5;0.5;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;20240224_0219;0;5;OK
cnn1;0.005;16;Adam;squared_hinge;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.4;0.4;0.4000000000000001;0.5;0.5;0.5;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;20240224_0508;0;6;OK
cnn1;0.005;16;SGD;binary_crossentropy;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.5;0.65;0.554;0.38;0.58;0.47400000000000003;0.31;0.72;0.532;0.37;0.84;0.5900000000000001;0.59;0.75;0.674;0.556047;0.5571376;0.556475512;20240224_0314;0;5;OK
cnn1;0.005;16;SGD;categorical_crossentropy;180;cancer;0;none;100;284;38;0.57;21.0;0.55;0.66;0.66;0.66;0.7;0.7;0.7;0.48;0.48;0.48;0.88;0.88;0.88;0.83;0.83;0.83;0.54580086;0.54580086;0.54580086;20231212_1308;0;1;OK
cnn1;0.005;16;SGD;categorical_crossentropy;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.5;0.73;0.6559999999999999;0.47;0.62;0.57;0.41;0.93;0.756;0.42;0.63;0.49399999999999994;0.63;0.71;0.688;0.31771323;0.46499458;0.38057378000000003;20240224_0410;4;5;OK
cnn1;0.005;16;SGD;categorical_crossentropy;180;cancer;1;none;100;568;38;0.57;21.0;0.55;0.68;0.68;0.68;0.74;0.74;0.74;0.67;0.67;0.67;0.71;0.71;0.71;0.74;0.74;0.74;0.5460216;0.5460216;0.5460216;20231212_1510;0;1;OK
cnn1;0.005;16;SGD;categorical_hinge;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.46;0.65;0.53;0.39;0.59;0.46399999999999997;0.48;0.76;0.5860000000000001;0.32;0.53;0.442;0.56;0.69;0.616;0.9311362;0.971179;0.949791898;20240224_0341;0;5;OK
cnn1;0.005;16;SGD;focal_loss;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.44;0.71;0.606;0.36;0.61;0.52;0.41;0.86;0.688;0.42;0.53;0.472;0.55;0.71;0.654;0.427483;0.53110343;0.47447114;20240224_0256;3;5;OK
cnn1;0.005;16;SGD;kl_divergence;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.48;0.65;0.556;0.37;0.64;0.466;0.52;0.79;0.6140000000000001;0.32;0.79;0.46399999999999997;0.57;0.8;0.646;0.9899519;0.9904875;0.990202242;20240224_0355;0;5;OK
cnn1;0.005;16;SGD;squared_hinge;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.52;0.6;0.5519999999999999;0.48;0.56;0.516;0.34;0.66;0.47400000000000003;0.47;0.84;0.6719999999999999;0.62;0.8;0.708;0.13201989;0.13786139;0.133645174;20240224_0328;0;5;OK
cnn1;0.005;32;Adam;categorical_crossentropy;180;cancer;0;none;100;284;38;0.57;21.0;0.55;0.66;0.66;0.66;0.68;0.68;0.68;0.67;0.67;0.67;0.65;0.65;0.65;0.7;0.7;0.7;0.5631361;0.5631361;0.5631361;20231212_1315;0;1;OK
cnn1;0.005;32;Adam;categorical_crossentropy;180;cancer;1;none;100;568;38;0.57;21.0;0.55;0.63;0.63;0.63;0.66;0.66;0.66;0.48;0.48;0.48;0.82;0.82;0.82;0.77;0.77;0.77;0.5212089;0.5212089;0.5212089;20231212_1521;0;1;OK
cnn1;0.005;32;SGD;categorical_crossentropy;180;cancer;0;none;100;284;38;0.57;21.0;0.55;0.63;0.63;0.63;0.55;0.55;0.55;0.62;0.62;0.62;0.65;0.65;0.65;0.68;0.68;0.68;0.51242363;0.51242363;0.51242363;20231212_1321;0;1;OK
cnn1;0.005;32;SGD;categorical_crossentropy;180;cancer;1;none;100;568;38;0.57;21.0;0.55;0.66;0.66;0.66;0.55;0.55;0.55;0.71;0.71;0.71;0.59;0.59;0.59;0.68;0.68;0.68;0.5991799;0.5991799;0.5991799;20231212_1530;0;1;OK
cnn1;0.01;8;Adam;categorical_crossentropy;180;cancer;0;none;100;284;38;0.57;21.0;0.55;0.45;0.45;0.45;0.5;0.5;0.5;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;20231212_1201;0;1;OK
cnn1;0.01;8;Adam;categorical_crossentropy;180;cancer;1;none;100;568;38;0.57;21.0;0.55;0.45;0.45;0.45;0.5;0.5;0.5;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;20231212_1332;0;1;OK
cnn1;0.01;8;SGD;categorical_crossentropy;180;cancer;0;none;100;284;38;0.57;21.0;0.55;0.61;0.61;0.61;0.62;0.62;0.62;0.52;0.52;0.52;0.71;0.71;0.71;0.69;0.69;0.69;0.5162909;0.5162909;0.5162909;20231212_1208;0;1;OK
cnn1;0.01;8;SGD;categorical_crossentropy;180;cancer;1;none;100;568;38;0.57;21.0;0.55;0.76;0.76;0.76;0.75;0.75;0.75;0.86;0.86;0.86;0.65;0.65;0.65;0.75;0.75;0.75;0.53987145;0.53987145;0.53987145;20231212_1343;1;1;OK
cnn1;0.01;16;Adam;categorical_crossentropy;180;cancer;0;none;100;284;38;0.57;21.0;0.55;0.45;0.45;0.45;0.5;0.5;0.5;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;20231212_1216;0;1;OK
cnn1;0.01;16;Adam;categorical_crossentropy;180;cancer;1;none;100;568;38;0.57;21.0;0.55;0.45;0.45;0.45;0.5;0.5;0.5;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;20231212_1354;0;1;OK
cnn1;0.01;16;SGD;categorical_crossentropy;180;cancer;0;none;100;284;38;0.57;21.0;0.55;0.45;0.45;0.45;0.5;0.5;0.5;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;20231212_1223;0;1;OK
